,rating,ulasan,label
1318,5/5,Inilah tempat pelayanan ternyaman dan sejuk dan semoga menjadi trend,Positif
1319,5/5,Tempat menginap yang bagus dan nyaman. Direkomendasikan??,Positif
1320,5/5,"Hotel yang bagus di selatan Malioboro, sangat nyaman untuk menginap di akhir pekan",Positif
1321,5/5,Tempatnya strategis..membuat nyaman dan pelayanannya sangat ramah,Positif
1322,3/5,Meraih posisi di tengah Malioboro. Sisanya standar. PS buka jendela banyak bekas rokok dimana-mana dari tamu.,Negatif
1323,4/5,Kamarnya kurang estetika dan tidak mutakhir,Negatif
1324,5/5,"Hotelnya bagus dan harga terjangkau, fasilitas oke",Positif
1325,5/5,Sangat nyaman..dan lokasi strategis di jantung kota jogja,Positif
1326,5/5,"Wah, aku sangat menyukai tempat ini. Lain kali saya ke Yogyakarta, apakah saya akan memilih tempat menginap ini??",Positif
1327,5/5,"Hotel nyaman dengan pelayanan ramah dekat dengan mal Malioboro, bisa sekaligus belanja",Positif
1328,4/5,Kamarnya sangat bagus dan lokasinya sangat strategis.,Positif
1329,5/5,"Kamarnya bagus, rapi dan bersih...tapi sayang resepsionisnya ada di lantai dua. 8. Jarak dari lobi",Negatif
1330,5/5,Lokasi sangat strategis dan nyaman!! Wah aku menyukainya aku menyukainya??,Positif
1331,5/5,Hotelnya di tengah kawasan Malioboro.. Hotel baru yang bersih.. Pelayanannya ramah.. Nanti saya kembali lagi...,Positif
1332,5/5,"Pelayanan bagus, lokasi strategis pas buka pintu langsung di Jl. Malioboro, mau belanja, dekat juga dengan Malioboro Mall,",Positif
1333,5/5,"Yuk guys, kalau kamu lagi nyari penginapan sambil jalan-jalan, cocok banget nih di sini",Positif
1334,5/5,Lokasi bagus dan staf sangat ramah. Makanan di restorannya juga luar biasa. Pasti akan kembali pada kunjungan saya berikutnya ke Yogyakarta,Positif
1335,5/5,"Pelayanannya bagus, tempatnya dekat dengan mall, pegawainya ramah, harga hotelnya juga terjangkau",Positif
1336,4/5,"Kamar nyaman, pelayanan prima, lokasi strategis di malioboro",Positif
1337,5/5,"Nyaman, bersih dan strategis + pelayanannya juga cukup baik?",Positif
1338,5/5,Secara keseluruhan bagus.. Cuma kamar mandinya kurang bagus,Positif
1339,5/5,"Pintu masuknya tidak terlihat, agak terlalu jauh, recomended bagi yang ingin menginap dekat dengan Jalan MALIOBORO",Positif
1340,5/5,Kali kedua mampir kesini..harus makan disini..enak banget dan murah karena pakai kartu anggota Club..,Positif
1341,5/5,"Tempatnya bersih, pelayanannya bagus. Tempat yang nyaman. Pohon markotop teratas",Positif
1342,5/5,Fasilitasnya cukup lengkap dan nyaman. Ada kolam renangnya juga.,Positif
1343,5/5,Tempat nyaman dekat dengan Malioboro... surga dan pelayanan fia baik,Positif
1344,4/5,Lokasinya strategis bagi yang ingin bepergian kemana saja di sekitar Yogyakarta,Positif
1345,3/5,"Dekat dengan pusat kota...fasilitas cukup. Staf yang ramah, sangat membantu kami para tamu.",Positif
1346,5/5,"Hotelnya bersih, fasilitas sarapannya lengkap, stafnya ramah",Positif
1347,5/5,"tempatnya di luar ekspektasi saya, dekat dengan Malioboro jadi mudah banget kalau mau keliling",Positif
1348,5/5,"Lokasi yang bagusTempat yang sangat bersihStafnya luar biasa, selalu membantu, tersenyum dan memberikan saran dan alamat yang sangat bergunaTerima kasih banyak",Positif
1349,5/5,hotelnya nyaman banget..bersih..dan wangi..bagus banget,Positif
1350,5/5,Sangat cocok dijadikan pilihan menginap keluarga saat liburan,Positif
1351,5/5,"Hotelnya bagus.. Saya akan menginap disini lagi kalau ke jogja.. Lokasi strategis, dekat dengan pusat perbelanjaan..",Positif
1352,5/5,"Pelayanannya luar biasa banget di hotel ini, semuanya saya kasih bintang lima!",Positif
1353,5/5,"Nyaman, tidak berisik, bersih, bisa request kamar no smoke juga",Positif
1354,4/5,"Mendapat pengalaman yang baik dari layanannya, sangat menyukainya Bukan sekedar tempat yang bagus dan mewah",Positif
1355,5/5,"Mengirimkan produk ke tamu. Dibantu oleh satpam yang ramah. Lokasi hotel sangat strategis, menghadap Malioboro. Tip",Positif
1356,5/5,Harga bagus untuk pengalaman hebat. Suka kebersihan dan sambutan hangat. Terima kasih!,Positif
1357,5/5,"Tempat nyaman, kamar nyaman, recomended banget buat keluarga",Positif
1358,5/5,Pelayanan hotelnya sangat memuaskan,Positif
1359,5/5,Pelayanan Pak Nanda paling ramah. Hotelnya bagus dekat kemana-mana,Positif
1360,4/5,"Suka banget menginap disini, dekat kemana-mana. Semoga tahun depan saya bisa kesini lagi xixixix",Positif
1361,3/5,Depan jalan malioboro persis masalah kebersihan kamar agak kurang..kacanya kurang dicuci..,Negatif
1362,5/5,"Pelayanannya bagus, satpamnya tanggap dan semua ramah, mantap banget sama Aveta ini, semoga sukses selalu kedepannya",Positif
1363,5/5,Lokasi di Malioboro sangat bagus,Positif
1364,5/5,Hotel yang nyaman bersih akses mudah dekat Jl Malioboro,Positif
1365,5/5,"Kamar nyaman, tempatnya bagus, strategis. menyajikan makanan lezat. Verry merekomendasikan",Positif
1366,4/5,"Aveta Hotel Malioboro berada di kota Jogja, sebelah selatan mall Malioboro. Hotel yang bagus dan unik",Positif
1367,5/5,"Harga terjangkau, pelayanan ramah, tempat istirahat sangat bagus",Positif
1368,5/5,"Direkomendasikan untuk keluarga Murah, nyaman, bersih Hal terbaik Sangat nyaman",Positif
1369,5/5,"Hotelnya sangat strategis untuk jalan kaki ke Malioboro, dekat dengan hotel ada mal Malioboro, dan kamarnya sangat asri. Saya menyukainya",Positif
1370,5/5,"Bagus, bangunannya terlihat keren dari luar. Bagian dalamnya bersih, stafnya ramah",Positif
1371,4/5,Tempatnya strategis dekat kemana-mana dan sangat nyaman untuk menginap.,Positif
1372,5/5,"Hotel bagus dan nyaman untuk kawasan Jogjakarta, dan masih di kawasan Malioboro",Positif
1373,5/5,Cocok sekali bagi yang ingin berlibur ke Jogja dan dekat dengan Malioboro,Positif
1374,5/5,"Kayaknya kedepannya saya akan jadi tamu tetap menginap di hotel ini, yang paling nyaman untuk kemana-mana alias belanja tinggal selangkah lagi.",Positif
1375,5/5,"Hotelnya di kawasan Malioboro, kamarnya luas, stafnya ramah",Positif
1376,2/5,"Masih banyak yang kurang, mungkin karena masih dalam renovasi, tapi kurang betah menginap disini??",Negatif
1377,5/5,"Tempatnya bersih sekali, pelayanannya baik, cocok untuk tempat penyembuhan dari rutinitas",Positif
1378,5/5,Hotel ini dekat dengan banyak tempat menarik di Surabaya. Kamarnya sangat nyaman dan luas.,Positif
1379,3/5,"Nyaman, tenang, terletak di Jl Malioboro, parkir sempit, tidak ada halaman",Positif
1380,4/5,"Hotelnya bagus, tapi masih soft opening dan masih ada progres pengerjaan",Positif
1381,5/5,Kamarnya bagus dan stafnya ramah sangat merekomendasikan,Positif
1382,5/5,"Menu makanannya banyak, kamarnya bersih, oke....",Positif
1383,1/5,Kamar kecil.. tidak sesuai foto. Akses masuk gang.. jauh dari Rich Hotel.. tidak rekomendasi!!!!,Negatif
1384,5/5,"Strategis banget hotelnya, tinggal jalan kaki ke Dmlioboro, jalan kaki saja karena Hotel Barada Dtengah, Malioboro",Positif
1385,5/5,"Nyaman sekali, cocok untuk liburan bersama keluarga",Positif
1386,5/5,"Sumpah, hotel ini nyaman banget dengan harga bersahabat banget",Positif
1387,4/5,"Hotel strategis di MALIOBORO, dekat dengan mall, stasiun dan pasar BRINGHARJO. Jika memungkinkan, FO akan dipindahkan ke lantai bawah",Positif
1388,5/5,Sarapannya enak & kamarnya bersih,Positif
1389,5/5,Tempat yang sangat indah. Pelayanannya juga bagus Pokoknya saya sangat puas.,Positif
1390,5/5,"Kamar nyaman, pelayanan hotel bintang 5, recomended",Positif
1391,5/5,Bagus!,Positif
1392,4/5,"Akses menuju lokasi sangat mudah ditemukan, recomended banget buat keluarga",Positif
1393,4/5,Punya keluhan tentang air panas. Tapi secara keseluruhan bagus. Pengalaman bagus,Positif
1394,4/5,"Hotel bersih, staf ramah dan dekat dengan pusat kota",Positif
1395,5/5,"5 nilai untuk semuanya. Kebersihan, kerapian, makanan enak, pelayanan luar biasa...",Positif
1396,5/5,"Hotel bergaya modern, lokasi strategis dan nyaman",Positif
1397,4/5,Tempatnya bagus dan bersih bikin nyaman Pemandangannya juga bagus,Positif
1398,4/5,terletak di jantung kota sehingga dapat diakses dengan mudah dan pelayanan cukup memuaskan,Positif
1399,5/5,"tempat yang bagus. cocok untuk staycation bersama teman atau keluarga, pelayanannya bagus, tempatnya bersih",Positif
1400,5/5,Seperti kolam renangnya..kamarnya juga oke,Positif
1401,5/5,Berwisata ke Yogyakarta kali ini untuk mencari hotel terbaik dan ternyaman,Positif
1402,5/5,"Nyaman, bersih, fasilitas lengkap. Pelayanan bagus",Positif
1403,5/5,"kamarnya bersih, saya menginap di sana sangat menyenangkan dengan staf yang ramah",Positif
1404,4/5,"Jalan masuknya sempit, parkirannya sempit dan administrasinya lama, hotelnya bagus, mungkin hotel baru",Positif
1405,4/5,"Lokasi strategis, dekat sekali dengan mall dll, kangen kesini lagi",Positif
1406,4/5,"Destinasi hotelnya keren, kamarnya bersih dan housekeepingnya juga ramah",Positif
1407,4/5,Cukup nyaman menjadi pilihan para cowok untuk menginap,Positif
1408,5/5,"Pelayanan ramah, lokasi sangat strategis",Positif
1409,5/5,"Suasana, pelayanan dan fasilitas sangat baik. Hotel terbaik dengan harga terjangkau dan direkomendasikan di Malioboro!",Positif
1410,5/5,"Tempatnya bagus, nyaman, bersih.. Sayangnya pintu masuk dari Jalan Malioboro sempit.",Positif
1411,5/5,"Hotelnya bersih, menu sarapannya enak",Positif
1412,5/5,Lokasinya strategis karena di tengah kota dan pelayanannya bagus banget,Positif
1413,4/5,Sarapannya lumayan (30 Nov - 02 Des 2022),Positif
1414,3/5,"Anehnya lobi hotelnya di lantai 8, kolam renangnya kurang luas",Negatif
1415,5/5,"Kamarnya pas, lokasi dekat Malioboro jadi tidak perlu mikir jalan-jalan",Positif
1416,5/5,"Saya sangat suka tempatnya, lokasinya strategis, dan harganya sangat terjangkau",Positif
1417,5/5,"Hotel ini terletak tepat di Malioboro, di pusat kota Yogyakarta. Pergi kemana pun mudah, cukup jalan kaki",Positif
1418,2/5,"Pelayanan lama, seharusnya check-in jam 2 sampai sekarang tidak boleh masuk",Negatif
1419,5/5,"Tempat staycation nyaman banget, bakalan balik kesini lagi",Positif
1420,5/5,"Hotelnya nyaman, bersih dan kamarnya sangat luas",Positif
1421,4/5,"Dapat harga promo, tempat bagus, view bagus, pelayanan bagus??????",Positif
1422,5/5,hotelnya kurang nyaman dan saya tidak mau pulang..,Negatif
1423,5/5,"harga murah banget, fasilitas oke, terletak di jantung kota jogja",Positif
1424,5/5,"Fasilitas memadai, sangat nyaman untuk penyembuhan atau berlibur bersama teman",Positif
1425,5/5,"dekat dengan Malioboro jadi bisa jalan-jalan kalau malam, hotel nyaman yang bagus",Positif
1426,3/5,"Masih banyak perbaikan yang perlu ditingkatkan seperti pelayanan, parkir dan beberapa fasilitas hotel",Negatif
1427,5/5,Sangat nyaman dan cocok untuk liburan bersama keluarga,Positif
1428,4/5,Staycation bareng keluarga bikin happy...apalagi pelayanannya baik banget...??,Positif
1429,4/5,"Minimalis, bersih, cuma parkirannya terlalu sempit dan aksesnya di jalan kecil",Positif
1430,5/5,"Tempatnya mewah banget, nyaman dan bersih. Pelayanannya memuaskan",Positif
1431,5/5,Pelayanannya sangat bagus,Positif
1432,5/5,"Tempatnya bagus, pelayanannya bagus dan layak untuk dikunjungi lagi",Positif
1433,5/5,"Hotelnya nyaman, pegawainya ramah dan hotelnya bersih.",Positif
1434,4/5,Nyaman banget hotelnya dekat Malioboro??,Positif
1435,5/5,"Tempatnya strategis, bersih, nyaman... Ok, recomended",Positif
1436,5/5,"Lokasi nyaman, strategis, pelayanan dan keramahtamahannya top",Positif
1437,5/5,"Pelayanan sangat ramah, pemandangan indah, harga terjangkau!",Positif
1438,4/5,Tempat yang menyenangkan dengan pelayanan yang baik dan ramah serta fasilitas yang baik,Positif
1439,5/5,"Bersih, nyaman, aman dan terjangkau.. Fasilitas lengkap",Positif
1440,5/5,Lokasi sangat strategis dekat Malioboro,Positif
1441,5/5,"Lokasi dekat jalan utama, kamar & pelayanan semuanya ok??",Positif
1442,5/5,"Hotel yang sangat bagus, bersih dan sangat nyaman",Positif
1443,5/5,Hotel paling nyaman untuk pasangan atau keluarga.,Positif
1444,5/5,"tempat yang bagus, dan pelayanan yang baik. rekomendasi banget buat yang liburan ke jogja",Positif
1445,5/5,"Pelayanan bagus, lokasi strategis banget, keluar hotel langsung dari Malioboro??",Positif
1446,4/5,Salah satu rekomendasi tempat menginap terbaik?,Positif
1447,5/5,Lokasinya strategisStafnya ramahLebarRecommended,Positif
1448,5/5,Bersih dan nyaman,Positif
1449,5/5,"Tempatnya nyaman dengan pemandangan yang indah, tempatnya luas",Positif
1450,5/5,Menginap disini sangat menyenangkan dan merupakan pengalaman yang menyenangkan. Pasti akan kembali lagi.,Positif
1451,5/5,"hotel baru, tepat di tengah kawasan malioboro, kamar luas, dan tempat tidur besar (2.*2, 2* 1*2), harga sangat wajar. Ini adalah permata tersembunyi. Tempat parkir sangat terbatas",Positif
1452,5/5,Tempatnya nyaman dan bersih. Pelayanannya sangat bagus. sangat direkomendasikan,Positif
1453,5/5,"Lokasi sangat bagus di Jalan Malioboro. Kamar luas, staf ramah. Hotel baru tepat di Jalan Malioboro. Hotel terbaik di kawasan Malioboro",Positif
1454,5/5,"Tempatnya asri, cocok untuk anda yang ingin staycation di Malioboro",Positif
1455,4/5,"Kamarnya bersih, bikin betah?? akan kembali ke sini lagi",Positif
1456,5/5,"Lokasinya strategis, hotelnya bersih dan pegawainya ramah",Positif
1457,5/5,Lokasi hotel strategis dan sangat nyaman,Positif
1458,5/5,Buat yang cari akomodasi dekat Malioboro rekomendasi banget hotel ini,Positif
1459,5/5,"Aveta Hotel Malioboro Bergaya modern, lokasi bagus, pelayanan bagus, sangat direkomendasikan untuk menginap bisnis dan liburan",Positif
1460,4/5,hotelnya bersih dan nyaman. pelayanannya oke,Positif
1461,5/5,"Lokasinya bagus tepat ditengah malioboro, hotelnya bagus??",Positif
1462,5/5,"Saya suka dengan konsep ruang keluarga, cocok untuk keluarga kami",Positif
1463,4/5,Tentu...Saya suka hotel ini...karena hotelnya nyaman dan sarapannya enak dan selalu bersih,Positif
1464,5/5,"tempatnya sangat nyaman, harga juga sangat stabil. ingin datang ke sini lagi",Positif
1465,5/5,Menyenangkan sekali liburan keluarga menginap di Aveta.. Nyaman.,Positif
1466,4/5,"Pelayanan sangat nyaman dan memuaskan, sangat menginspirasi untuk kembali lagi",Positif
1467,5/5,"Menurutku enak staycation di tempat ini..Semua pelayanan bagus, kamar..Cheers",Positif
1468,5/5,"Tempatnya nyaman, kamarnya luas, viewnya langsung ke Jalan Malioboro",Positif
1469,5/5,"Tempatnya nyaman banget, mudah kemana-mana recomended pokoknya",Positif
1470,5/5,"Hotel di malioboro bersih dan nyaman, keluar hotel tinggal jalan kaki dekat mall malioboro.",Positif
1471,5/5,"Lokasinya strategis, tempatnya juga nyaman dan aman.",Positif
1472,5/5,Sungguh pengalaman yang luar biasa menginap di hotel ini,Positif
1473,4/5,"Standar, cuma parkirnya sempit di jalan",Negatif
1474,5/5,"Kamarnya bagus, pelayanannya berorientasi CS",Positif
1475,5/5,Error 500 (Server Error)!!1500.Itu kesalahan.Terjadi kesalahan. Silakan coba lagi nanti. Hanya itu yang kami tahu.,Negatif
1476,5/5,"Kamar bersih, tempat tidur bersih, pelayanan ramah dan baik, recomended",Positif
1477,4/5,Kolam renangnya mungkin kecil,Negatif
1478,5/5,"bagus, pelayanan ramah, makanan enak, tempat nyaman bagus",Positif
1479,5/5,"Aveta Hotel Malioboro sangat bagus...pelayanan cepat, ramah dan nyaman",Positif
1480,5/5,"Pelayanan bagus, harga bersih dan terjangkau, makanan enak?????????",Positif
1481,4/5,"Lokasi sangat nyaman, strategis. keren, bagus",Positif
1482,4/5,"Menginap disini, stafnya ramah, tempatnya bersih dan terawat",Positif
1483,5/5,"Hotelnya bagus, makanannya enak",Positif
1484,5/5,"Pelayanannya bagus banget, hanya perlu ditambah lagi space untuk pertemuannya",Positif
1485,5/5,"Bersih, lokasinya pas banget di Malioboro sebelah MM jadi asyik aja",Positif
1486,5/5,"Cocok dekat dengan pusat wisata Malioboro, nyaman dan bersih",Positif
1487,5/5,Tempat nyaman dan harga terjangkau. Makanan enak ??,Positif
1488,4/5,Semuanya baik-baik saja. Namun tetap tertinggal di kolam kotor dan tempat parkir kecil. Sukses untuk Aveta,Negatif
1489,5/5,"Kamar bersih, pelayanan ramah dan memuaskan",Positif
1490,4/5,Pilihan sempurna untuk pengalaman pemandangan malam yang menyenangkan dan mudah diakses adalah chef ciuman ??,Positif
1491,5/5,"Mantap, menarik dan sangat strategis untuk liburan",Positif
1492,4/5,Temukan makanan mudah di dekat area hotel Pasti pas jalan kalau ke Malioboro,Positif
1493,4/5,"Overall semuanya aman, hanya saja wifinya jelek banget",Negatif
1494,5/5,"Nyaman banget, bisa lihat pemandangan kota juga",Positif
1495,5/5,"tempatnya nyaman, bersih, pelayanannya sangat ramah, dan pemandangannya indah",Positif
1496,5/5,"tempatnya nyaman, akses kemana-mana dekat, dan harga murah",Positif
1497,5/5,"Tempat menginap yang bagus, di tengah Jalan Malioboro... kamar yang nyaman dan luas...",Positif
1498,5/5,"Worth it banget dengan harganya, tempatnya nyaman dan enak banget????",Positif
1499,5/5,"Firdaus, Isa, Aulia, Yuni thank you for your service",
1500,5/5,"Hotel bagus di tengah kota.. Bagus, bersih, besar dan nyaman sekali",Positif
1501,4/5,"Hotel yang bagus dengan pelayanan yang baik, tetapi tidak memiliki tempat parkir mobil yang cukup",Negatif
1502,5/5,"Lokasinya strategis, tinggal jalan kaki ke Jalan Malioboro yang terkenal dan banyak terdapat street food dan orang yang berjualan barang",Positif
1503,5/5,"Semua stafnya rendah hati, pelayanannya baik, dan sangat informatif. Terima kasih untuk semuanya.",Positif
1504,5/5,Ini hotel yang bagus dengan pemandangan yang sangat menarik,Positif
1505,4/5,"Anda tidak perlu bingung mencari hotel. Jika Anda pergi ke Malioboro, Anda pasti akan menemukan Aveta Hotel sebagai yang terbaik",Positif
1506,5/5,"Bersih, nyaman dan murah, recomended untuk keluarga atau pasangan",Positif
1507,5/5,Pengalaman menginap dengan sangat nyaman,Positif
1508,5/5,"Rekomendasi hotel di jogja, nyaman, mewah dan berkualitas",Positif
1509,5/5,Rekomendasi hotel untuk liburan dijamin puas ^-^,Positif
1510,5/5,Terletak di pusat tempat wisata di Malioboro. Stafnya ramah dan pelayanannya bagus.,Positif
1511,5/5,"Lokasi adalah pemenangnya. Tepatnya di Malioboro, dekat kemana-mana. Kamarnya juga luas. Hotel baru, semuanya baru",Positif
1512,5/5,Tidak ada yang lebih baik daripada staycation yang menyenangkan untuk merayakan liburan Anda. Terima kasih untuk kalian semua??,Positif
1513,5/5,"Saya sangat merekomendasikan ini untuk kenyamanan dan kepuasan, pelayanannya luar biasa!!",Positif
1514,1/5,Hotelnya sempit. Kamar mandinya berbau astaga,Negatif
1515,5/5,Kamar nyaman dan pelayanan terbaik,Positif
1516,5/5,Hotel yang bagus Dekat Malioboro kemana-mana Staf dan layanan hotelnya istimewa Josss,Positif
1517,5/5,"Kamarnya besar... bersih, tepat di Jl Malioboro",Positif
1518,5/5,Hotel yang sangat recomended jika berlibur ke jogja?,Positif
1519,5/5,Hotel yang bagus. . Sukses terus Aveta Hotel,Positif
1520,5/5,"Tempatnya bagus, makanannya enak, pelayanannya sangat baik. Lokasi terbaik untuk menginap menikmati Malioboro",Positif
1521,5/5,hotel bintang 3 termewah dan terbaik yang pernah saya coba...,Positif
1522,5/5,hotelnya nyaman. direkomendasikan,Positif
1523,4/5,Direkomendasikan bagi yang ingin menginap dengan nyaman,Positif
1524,5/5,Tempatnya nyaman banget jadi pengen kesini lagi pas liburan,Positif
1525,5/5,"Tempatnya nyaman, fasilitasnya bagus, pelayanannya juga oke??",Positif
1526,4/5,"Ini adalah tempat terbaik untuk menginap selama beberapa hari, sambil berjalan-jalan di Malioboro",Positif
1527,5/5,Dekat sekali dengan Malioboro Parkir agak terbatas,Positif
1528,5/5,"Pelayanannya bagus banget, menu makanannya enak",Positif
1529,5/5,"Kamarnya bagus, luas dan bersih. Sarapannya enak sekali ð",Positif
1530,4/5,"Saya sangat senang dengan hotel ini, sangat direkomendasikan",Positif
1531,5/5,Tempat bagus..lokasi strategis dan pelayanan bagus,Positif
1532,5/5,Kamar bersih luas nyaman Karyawannya ramah,Positif
1533,5/5,"Strategis, cuma sekarang lebih mahal",Positif
1534,5/5,"Lokasi strategis, staf hotel ramah",Positif
1535,5/5,"Mantap, suka banget top nyaman lokasi strategis",Positif
1536,5/5,"Tempatnya nyaman dan bagus, cocok untuk keluarga",Positif
1537,5/5,Mencari hotel dengan keamanan terbaik? Silakan kunjungi tempat ini dan dapatkan fasilitas lengkap lainnya.,Positif
1538,5/5,Lokasi sangat strategis dan kamar sangat bersih. Tempat yang bagus,Positif
1539,5/5,"Rekomendasi banget menginap disini, dekat kemana-mana dan pelayanan bagus",Positif
1540,5/5,Sangat bersih dan nyaman Saya merekomendasikannya,Positif
1541,5/5,"Hotelnya bagus, pegawainya ramah, dekat sekali dengan Malioboro & fasilitasnya bagus",Positif
1542,5/5,"Keren banget nih hotelnya, buat yang di jogja wajib coba.",Positif
1543,5/5,Sangat nyaman dan bagus untuk bersembunyi,Positif
1544,5/5,"Tempat yang bagus, makanan enak, kamar bagus, dan layanan hebat! Tempat yang indah",Positif
1545,5/5,"Kamarnya nyaman, pelayanannya juga bagus",Positif
1546,4/5,"Lokasi sangat strategis, kemanapun mau pergi, dekat dan tinggal jalan kaki...",Positif
1547,5/5,Lokasinya bagus. Dan mudah dijangkau. Pelayanannya juga bagus??,Positif
1548,5/5,Kamarnya luas dan bersih. Dekat ke mall lagi,Positif
1549,5/5,"Suasana nyaman, staf ramah, perabotan bagus dan letaknya sangat dekat dengan Malioboro dan Ambarukmo Mall.",Positif
1550,5/5,Hotelnya bersih dan sangat nyaman,Positif
1551,5/5,"Pegawainya ramah, kamarnya bersih, recomended",Positif
1552,5/5,"Strategis di Jalan Malioboro.. Pelayanan nyaman, bersih, ramah... Jaga protokol kesehatan dengan ketat",Positif
1553,5/5,"Depan jalan Malioboro, namun untuk saat ini karena ada pembatasan roda empat, agak sulit membawa kendaraan di waktu tertentu",Positif
1554,5/5,"Hotel baru yang strategis, bagus dan nyaman",Positif
1555,5/5,Hotel??? sarapan gratis & menu banyak????,Positif
1556,4/5,"Harga sangat cocok, dekat mall malioboro. Kemana-mana dekat, pelayanan juga ok.",Positif
1557,5/5,Pasti dan pantas dijadikan destinasi menginap saat berada di Malioboro,Positif
1558,5/5,Nyaman dan makanannya lumayan enak..,Positif
1559,4/5,"Layanan kamar bagus, tempat menarik",Positif
1560,5/5,Hotel bersih nyaman dan lokasi strategis,Positif
1561,5/5,"Pelayanan super ramah, untuk harga sesuai fasilitas dan akses",Positif
1562,5/5,"Makanan enak dekat Malioboro, semuanya ramah, makanannya top",Positif
1563,5/5,"Hotelnya strategis, nyaman dan dekat kemana-mana",Positif
1564,5/5,Hotel yang nyaman untuk menginap saat ke Surabaya,Positif
1565,4/5,"Tempat nyaman, pelayanan luar biasa",Positif
1566,5/5,"Saya sangat suka dengan pelayanan Aveta Hotel.... Ramah, perhatian, dan fast respon.",Positif
1567,5/5,Tempatnya elegan & nyaman jadi jangan ragu untuk mampir,Positif
1568,5/5,Bagus,Positif
1569,5/5,"Lokasinya sangat strategis, jadi kamu tidak akan bingung mau kemana",Positif
1570,5/5,Pelayanannya sangat memuaskan dan lokasinya strategis,Positif
1571,5/5,Hotel terbaik dengan pemandangan bagus??,Positif
1572,5/5,Tempat yang bagus untuk staycation bersama teman dan keluarga :),Positif
1573,5/5,Tersedia becak sepeda motor di depan hotel untuk berkeliling Malioboro,
1574,5/5,tempat bagus dan nyaman cocok untuk staycation,Positif
1575,3/5,Masuk ke parkiran susah. Keluar juga. Parkir sempit...Hotelnya oke.,Positif
1576,5/5,kamarnya nyaman dan harga terjangkau,Positif
1577,5/5,"Hotelnya bagus, sejuk, murah dan juga bagus untuk liburan",Positif
1578,5/5,Tempat parkirnya cukup luas dan keamanannya terjamin,Positif
1579,5/5,"Kamar bersih, lokasi strategis, pelayanan baik",Positif
1580,5/5,"Tempat yang bagus untuk penyembuhan, dekat Malioboro untuk jalan-jalan mencari oleh-oleh xixixi",Positif
1581,5/5,"Kamar bagus, pelayanan bagus, lokasi bagus, kekurangannya hanya tempat parkir, kecil sekali",Positif
1582,5/5,"Lokasi sangat mudah ditemukan, pelayanan juga sangat baik",Positif
1583,5/5,Senang karena lokasinya strategis dan pelayanannya memuaskan.,Positif
1584,5/5,"Lokasi strategis, sayang parkirannya sempit & agak tersembunyi",Positif
1585,5/5,Tempat yang bagus untuk tinggal selama di Yogyakarta. dan juga pemandangan yang bagus.,Positif
1586,5/5,"Tempatnya bersih, stafnya sangat penuh perhatian dan ramah",Positif
1587,4/5,"Stafnya baik, tempatnya nyaman, dan makanannya enak??",Positif
1588,5/5,Mas Firdausmba Raramba Via Terima kasih atas pelayanan primanya,
1589,5/5,Hotel terbaik di Malioboro dengan pelayanan dan staf yang sangat ramah,Positif
1590,5/5,"Tempat di pusat kota, pelayanan ramah, dan harga masih terjangkau????",Positif
1591,4/5,Lokasi strategis dan pelayanan baik,Positif
1592,5/5,Kasih bintang 5 cuma 1 pelayanannya kurang sopan. Ketimpangan sosial berpihak pada kelas atas,Negatif
1593,5/5,"Pelayanan sangat baik, harga terjangkau, staf ramah",Positif
1594,5/5,"Bagus, kamar dan pelayanan oke.",Positif
1595,5/5,Kamarnya bersih dan bernuansa model terkini. Jangan menyesal datang ke sini.,Positif
1596,5/5,Hotel dengan kawasan strategis karena berhadapan langsung dengan Jalan Malioboro??,Positif
1597,5/5,Cukup bagus,Positif
1598,4/5,Saya bermalam di sini bersama pasangan saya dan sangat menikmati kamar dan fasilitasnya,Positif
1599,5/5,Sangat nyaman menginap disini,Positif
1600,5/5,"Sarapannya mewah, hotelnya paling nyaman",Positif
1601,5/5,"Dekat banget sama Malioboro, wangi, bersih, cocok buat staycation??",Positif
1602,4/5,"Lokasi strategis, kamarnya bagus, dan pelayanannya juga bagus",Positif
1603,5/5,"Makanannya enak, pelayanannya memuaskan",Positif
1604,5/5,Sangat bagus untuk digunakan. Sangat worth it dengan fasilitas yang bagus juga,Positif
1605,5/5,Cocok bagi kita yang sedang berlibur.,Positif
1606,5/5,"Kamar modern, fast respon dan pelayanan memuaskan, sarapan enak, dan lokasi strategis",Positif
1607,4/5,"Hotelnya baru, semuanya tampak baru dan bersih, ya cukup nyaman",Positif
1608,5/5,Harga sesuai dengan kualitas...tidak mengecewakan...,Positif
1609,5/5,Tempat nyaman yang indah. Aman. Rekomendasikan untuk menginap,Positif
1610,5/5,"Datang ke sini karena PT. Untuk ruang dan parkir yang nyaman,",Positif
1611,5/5,"Fasilitas lengkap, semua karyawan ramah, lokasi sangat strategis.",Positif
1612,4/5,"bangunannya seperti di luar negeri, pelayanannya ramah dan baik",Positif
1613,5/5,Apakah ada kamar untuk merokok?,Negatif
1614,5/5,Tempat menginap yang nyaman dan pelayanan yang baik,Positif
1615,5/5,Menginap disini nyaman banget jadi betah banget,Positif
1616,5/5,Bagus,Positif
1617,5/5,Mimpi itu menjadi kenyataan,Negatif
1618,5/5,"Lokasi strategis dekat tempat ramai, dekat dengan Jl. Malioboro",Positif
1619,5/5,Senang rasanya bisa berjalan-jalan dan melihat langsung Malioboro,Positif
